Mito_ID,Image origin,Subregion,Class,Area,Eccentricity,Length of Major Axis,Length of Minor Axis,Perimeter,Feret Diameter Maximum,Orientation,Solidity,X Position,Y Position,Average Intensity (channel 1),Model Score,Dendritic mitochondria overlap with Dendrite Object,Dendrite Object parent ID,Number of Dendritic mitochondria within Dendrite Object,Genotype,Layer,Animal,Stub,Tile,Area_um_sq,Major_Length_um,Minor_Length_um,Perimeter_um,Feret_diam_um,Aspect_Ratio,Section_ID,Location,NN_Dist,NN_ID,NN_Dist_um,Tile_ID,Den_Area_um_sq,Den_Length_um,Den_Width_um,Dendrite_ID,Mito_len_per_den_len,Mito_area_per_den_area
60,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-012.tif,CA1,Dendritic mitochondria,58688.0,0.964,542.974,144.871,1379.765,505.009,1.179,0.899,4983.436,3248.334,104.029,0.999,,66.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-012.tif,0.234752,1.0859480000000001,0.289742,2.7595300000000003,1.010018,3.75,MCC273_Stub 4 dot,"[4983.436, 3248.334]",870.4225985221195,63,1.7408451970442391,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-012.tif,1.2105599999999999,1.7797360000000002,0.988672,66,0.5675100127209878,0.19392016917790114
58,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-012.tif,CA1,Dendritic mitochondria,37552.0,0.948,388.979,124.193,949.154,374.712,1.544,0.977,4415.196,2132.738,75.042,1.0,,74.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-012.tif,0.15020799999999998,0.777958,0.248386,1.898308,0.749424,3.13,MCC273_Stub 4 dot,"[4415.196, 2132.738]",350.81563836579505,75,0.7016312767315901,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-012.tif,1.1268479999999998,1.758222,0.892944,74,0.4262396898685149,0.13329925597773612
13,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,18624.0,0.67,179.041,132.864,575.497,180.014,-1.442,0.978,2603.273,3304.036,65.822,1.0,,4.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.07449599999999999,0.358082,0.265728,1.1509939999999999,0.360028,1.35,MCC273_Stub 4 dot,"[2603.273, 3304.036]",766.0055630098259,5,1.5320111260196518,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.60288,1.071636,0.7869640000000001,4,0.3359610912660642,0.12356687898089172
24,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,76032.0,0.974,697.101,158.441,1833.203,678.089,1.001,0.854,3236.801,1085.316,81.632,0.999,,6.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.304128,1.394202,0.316882,3.666406,1.356178,4.4,MCC273_Stub 4 dot,"[3236.801, 1085.316]",440.11122797992783,49,0.8802224559598557,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,4.322090884,4.868134,0.915496,6,0.27858271773127036,0.0703659428185222
30,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,31504.0,0.915,317.095,127.612,890.995,319.401,0.942,0.965,2393.354,698.174,73.639,0.998,,6.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.126016,0.63419,0.255224,1.78199,0.638802,2.48,MCC273_Stub 4 dot,"[2393.354, 698.174]",833.0517254348616,10,1.6661034508697232,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,4.322090884,4.868134,0.915496,6,0.1312211208647913,0.029156258714156183
32,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,78944.0,0.923,556.224,213.417,1906.09,554.617,1.242,0.81,3863.084,2049.572,84.944,0.983,,6.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.315776,1.112448,0.426834,3.81218,1.109234,2.61,MCC273_Stub 4 dot,"[3863.084, 2049.572]",606.3267810356065,55,1.2126535620712129,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,4.322090884,4.868134,0.915496,6,0.227856094347444,0.07306093473623496
69,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,60016.0,0.955,525.498,155.812,1389.522,525.324,1.13,0.927,4494.197,2133.94,82.375,0.997,,6.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.240064,1.050996,0.311624,2.779044,1.050648,3.37,MCC273_Stub 4 dot,"[4494.197, 2133.94]",519.7162804117263,60,1.0394325608234527,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,4.322090884,4.868134,0.915496,6,0.2158215036808765,0.055543487271102004
40,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,24624.0,0.749,217.993,144.509,676.569,220.193,-0.239,0.974,926.443,1389.635,89.262,0.978,,8.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.098496,0.435986,0.289018,1.353138,0.44038600000000006,1.51,MCC273_Stub 4 dot,"[926.443, 1389.635]",805.3696126828972,39,1.6107392253657946,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,1.58528,1.88101,1.100828,8,0.2341220939814249,0.062131610819539766
26,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,50416.0,0.874,364.833,177.297,1076.551,371.985,-0.535,0.971,1765.359,1426.981,111.915,0.999,,21.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.20166399999999998,0.729666,0.354594,2.153102,0.74397,2.06,MCC273_Stub 4 dot,"[1765.359, 1426.981]",479.5345299141657,10,0.9590690598283315,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,1.02528,1.9183299999999999,0.925246,21,0.3878216990820141,0.19669163545568039
22,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,18320.0,0.66,176.36,132.551,581.154,182.003,-0.58,0.972,925.472,2616.571,70.747,0.999,,23.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.07328,0.35272000000000003,0.265102,1.1623080000000001,0.364006,1.33,MCC273_Stub 4 dot,"[925.472, 2616.571]",235.28319795514506,25,0.47056639591029015,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.466688,1.0292999999999999,0.64304,23,0.3536442242300593,0.1570213933077345
49,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,22704.0,0.731,206.506,140.984,659.983,217.883,1.092,0.97,3047.276,1482.529,78.494,0.485,,27.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.090816,0.413012,0.281968,1.319966,0.43576600000000004,1.46,MCC273_Stub 4 dot,"[3047.276, 1482.529]",440.11122797992783,24,0.8802224559598557,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.623616,0.968298,0.8656240000000001,27,0.45003294440347913,0.14562807881773399
5,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,46912.0,0.637,278.574,214.774,920.267,279.659,-1.542,0.982,2403.102,2564.647,117.544,1.0,,28.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.18764799999999998,0.5571480000000001,0.429548,1.8405340000000001,0.559318,1.3,MCC273_Stub 4 dot,"[2403.102, 2564.647]",766.0055630098259,13,1.5320111260196518,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.58016,1.05134,0.759274,28,0.5320048699754599,0.32344180915609483
35,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,17936.0,0.736,184.09,124.593,587.397,188.438,-0.937,0.97,1410.128,3640.298,96.783,0.993,,31.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.071744,0.36818,0.24918600000000002,1.1747940000000001,0.376876,1.48,MCC273_Stub 4 dot,"[1410.128, 3640.298]",336.1948993604752,83,0.6723897987209504,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.6305919999999999,1.242886,0.7882619999999999,31,0.30322652278648243,0.11377245508982038
83,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,25264.0,0.733,218.089,148.291,702.711,219.823,-1.23,0.971,1347.268,3970.564,73.892,1.0,,38.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.10105599999999999,0.436178,0.296582,1.405422,0.43964600000000004,1.47,MCC273_Stub 4 dot,"[1347.268, 3970.564]",336.1948993604752,35,0.6723897987209504,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.412736,0.90713,0.584606,38,0.4846560029984677,0.24484416188556365
25,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,53808.0,0.979,622.958,126.757,1556.919,568.476,-0.899,0.796,885.634,2384.685,97.36,0.999,,41.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.21523199999999998,1.245916,0.253514,3.1138380000000003,1.136952,4.91,MCC273_Stub 4 dot,"[885.634, 2384.685]",221.52100293200192,39,0.44304200586400383,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.708096,1.803824,0.565862,41,0.6303009606258703,0.3039587852494577
18,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,82416.0,0.94,555.997,189.689,1428.167,549.443,-0.187,0.979,99.043,3402.439,93.505,0.999,,42.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.329664,1.111994,0.379378,2.856334,1.098886,2.93,MCC273_Stub 4 dot,"[99.043, 3402.439]",208.72694611860706,46,0.41745389223721413,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,2.5938516320000002,4.3967659999999995,0.8023920000000001,42,0.24993051711189546,0.12709439350076132
46,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,141888.0,0.985,1133.42,195.248,2670.659,1034.579,-0.37,0.801,182.537,3211.139,91.977,0.788,,42.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.567552,2.26684,0.390496,5.341318,2.069158,5.81,MCC273_Stub 4 dot,"[182.537, 3211.139]",208.72694611860706,18,0.41745389223721413,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,2.5938516320000002,4.3967659999999995,0.8023920000000001,42,0.4706090794916082,0.21880665532221924
39,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,17024.0,0.809,192.715,113.154,587.983,200.392,-0.795,0.969,792.35,2183.763,79.978,0.98,,44.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.068096,0.38543,0.226308,1.1759659999999998,0.400784,1.7,MCC273_Stub 4 dot,"[792.35, 2183.763]",221.52100293200192,25,0.44304200586400383,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,1.098496,2.86662,0.596272,44,0.13981064808031757,0.06199021207177815
67,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,20992.0,0.694,192.982,139.029,620.569,196.977,1.18,0.975,6040.354,2287.122,95.451,0.998,,52.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.083968,0.38596400000000003,0.27805799999999997,1.2411379999999999,0.393954,1.39,MCC273_Stub 4 dot,"[6040.354, 2287.122]",229.74082688978064,68,0.4594816537795613,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.498496,1.166968,0.6399400000000001,52,0.33758766307216653,0.16844267556810888
68,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,19888.0,0.664,184.339,137.792,610.811,189.497,0.756,0.971,5831.91,2190.52,96.582,0.997,,52.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.079552,0.368678,0.275584,1.221622,0.37899400000000005,1.34,MCC273_Stub 4 dot,"[5831.91, 2190.52]",229.74082688978064,67,0.4594816537795613,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.498496,1.166968,0.6399400000000001,52,0.3247681170349144,0.15958402875850558
57,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,34272.0,0.798,269.462,162.385,850.409,269.557,0.753,0.972,5415.7,1556.454,80.63,1.0,,61.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.137088,0.538924,0.32477,1.700818,0.5391140000000001,1.66,MCC273_Stub 4 dot,"[5415.7, 1556.454]",720.6841222574561,75,1.4413682445149123,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,1.417792,2.113814,1.070448,61,0.2550432535691409,0.09669119306640184
60,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,101760.0,0.976,812.708,175.584,2007.848,763.157,1.231,0.88,4491.642,2653.65,98.842,0.999,,65.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.40703999999999996,1.625416,0.35116800000000004,4.015696,1.5263140000000002,4.63,MCC273_Stub 4 dot,"[4491.642, 2653.65]",519.7162804117263,69,1.0394325608234527,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.901184,2.0979360000000002,0.553668,65,0.7275312497616705,0.45167246644414455
55,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,28480.0,0.834,256.943,141.659,759.296,260.386,-0.346,0.974,4214.808,1555.687,81.09,1.0,,70.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.11392,0.513886,0.283318,1.5185920000000002,0.520772,1.81,MCC273_Stub 4 dot,"[4214.808, 1555.687]",606.3267810356065,32,1.2126535620712129,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.655424,1.3150840000000001,0.665276,70,0.3959990388446669,0.17381115125476027
59,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,18688.0,0.8,199.914,119.826,598.326,202.386,1.35,0.973,5170.688,2358.014,78.248,0.999,,71.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.074752,0.39982799999999996,0.239652,1.196652,0.404772,1.67,MCC273_Stub 4 dot,"[5170.688, 2358.014]",682.1061305398154,68,1.3642122610796308,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.813376,1.598156,0.706524,71,0.2532743987445531,0.09190337556062633
64,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,139024.0,0.994,1325.498,141.806,3243.862,1210.6,-0.662,0.873,5749.319,641.231,105.998,0.999,,77.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.5560959999999999,2.650996,0.28361200000000003,6.487724,2.4212,9.35,MCC273_Stub 4 dot,"[5749.319, 641.231]",518.3905351180712,75,1.0367810702361424,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,1.506624,2.983772,0.6516240000000001,77,0.8114561032143206,0.36910071789643595
79,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,CA1,Dendritic mitochondria,40960.0,0.925,373.283,141.489,988.368,358.24,-1.368,0.967,4644.353,976.323,83.67,0.928,,82.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.16383999999999999,0.7465660000000001,0.282978,1.976736,0.71648,2.64,MCC273_Stub 4 dot,"[4644.353, 976.323]",642.9324637751621,75,1.2858649275503242,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_007-004.tif,0.622784,1.624316,0.788956,82,0.44109643690020905,0.26307676497790566
3,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,81424.0,0.987,845.083,134.063,2130.156,788.584,-0.723,0.84,869.862,2656.062,105.523,1.0,,7.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.325696,1.690166,0.268126,4.260312,1.577168,6.3,MCC273_Stub 4 dot,"[869.862, 2656.062]",337.44947243698596,25,0.674898944873972,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,2.403264,2.876368,1.161256,7,0.5483192693007293,0.13552235626215015
6,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,21632.0,0.778,209.972,131.79,650.225,214.217,-0.411,0.972,1377.648,2281.891,99.351,1.0,,7.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.086528,0.41994400000000004,0.26358,1.30045,0.42843400000000004,1.59,MCC273_Stub 4 dot,"[1377.648, 2281.891]",630.753960777893,3,1.261507921555786,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,2.403264,2.876368,1.161256,7,0.1489496476111541,0.036004367393677926
25,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,42672.0,0.922,375.771,145.776,1041.823,381.54,-0.411,0.968,1059.81,2934.974,106.446,0.994,,7.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.17068799999999998,0.751542,0.29155200000000003,2.0836460000000003,0.7630800000000001,2.58,MCC273_Stub 4 dot,"[1059.81, 2934.974]",337.44947243698596,3,0.674898944873972,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,2.403264,2.876368,1.161256,7,0.2652928971536327,0.07102340816489573
17,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,41888.0,0.669,268.165,199.419,882.024,270.956,-1.505,0.979,2247.729,3356.985,68.918,0.999,,13.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.16755199999999998,0.5363300000000001,0.398838,1.764048,0.5419120000000001,1.34,MCC273_Stub 4 dot,"[2247.729, 3356.985]",857.9885239384032,21,1.7159770478768064,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.449088,0.900696,0.685226,13,0.6016591613596597,0.37309391477839526
21,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,45936.0,0.931,405.788,147.83,1115.966,401.856,-1.163,0.961,1444.306,3055.894,103.178,0.997,,18.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.183744,0.8115760000000001,0.29566000000000003,2.231932,0.803712,2.74,MCC273_Stub 4 dot,"[1444.306, 3055.894]",403.06180719090713,25,0.8061236143818142,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.649728,1.4720119999999999,0.5972759999999999,18,0.5459955489493292,0.2828014184397163
23,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,35776.0,0.608,239.745,190.254,811.782,242.786,-1.535,0.978,1799.267,522.7,82.315,0.996,,35.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.14310399999999998,0.47949,0.380508,1.623564,0.485572,1.26,MCC273_Stub 4 dot,"[1799.267, 522.7]",532.3656356039522,10,1.0647312712079045,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.459584,1.1955060000000002,0.720244,35,0.4061644190827984,0.311377245508982
69,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,40032.0,0.946,405.305,131.437,1026.225,401.968,-1.526,0.973,4074.8,54.899,108.51,0.995,,36.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.160128,0.81061,0.26287400000000005,2.05245,0.8039360000000001,3.08,MCC273_Stub 4 dot,"[4074.8, 54.899]",474.36972292189944,65,0.9487394458437989,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.9177599999999999,2.391092,0.68399,36,0.33622127463100543,0.17447698744769877
22,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,40272.0,0.918,360.888,142.834,1022.894,359.844,-1.119,0.965,3670.175,338.8,75.907,0.996,,37.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.16108799999999998,0.721776,0.28566800000000003,2.045788,0.719688,2.53,MCC273_Stub 4 dot,"[3670.175, 338.8]",494.28854773907113,69,0.9885770954781423,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.413888,1.251676,0.420426,37,0.5749794675299359,0.3892067419205195
10,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,137152.0,0.959,799.571,225.657,2162.576,839.824,-1.291,0.949,2324.623,608.806,113.563,1.0,,42.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.548608,1.599142,0.45131400000000005,4.325152,1.679648,3.54,MCC273_Stub 4 dot,"[2324.623, 608.806]",383.83608231639727,27,0.7676721646327945,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,5.680916288,4.300352,0.9953120000000001,42,0.3905838405786317,0.09657033692942177
27,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,141952.0,0.981,979.459,192.447,2621.103,1056.03,-1.269,0.905,2680.041,753.748,92.702,0.987,,42.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.567808,1.958918,0.384894,5.242206,2.11206,5.09,MCC273_Stub 4 dot,"[2680.041, 753.748]",383.83608231639727,10,0.7676721646327945,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,5.680916288,4.300352,0.9953120000000001,42,0.49113653952048575,0.0999500734061864
30,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,99200.0,0.954,660.264,197.699,1844.132,678.428,-1.012,0.952,853.205,1421.527,110.859,0.975,,42.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.3968,1.3205280000000001,0.395398,3.688264,1.356856,3.34,MCC273_Stub 4 dot,"[853.205, 1421.527]",1007.604422749821,6,2.015208845499642,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,5.680916288,4.300352,0.9953120000000001,42,0.31552207819266886,0.06984788718646931
29,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,17584.0,0.772,188.395,119.731,586.811,190.906,-1.025,0.972,2643.36,1652.954,73.315,0.977,,43.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.070336,0.37679,0.23946199999999998,1.1736220000000002,0.38181200000000004,1.57,MCC273_Stub 4 dot,"[2643.36, 1652.954]",181.21499742019157,39,0.36242999484038313,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,1.30784,1.684946,1.113914,43,0.22660192077372215,0.05378027893320284
31,MCC Cre -/Distal/MCC 273/Stub 4 dot/MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,CA1,Dendritic mitochondria,17376.0,0.53,161.712,137.178,558.912,168.68,-0.867,0.971,2159.758,1411.592,76.31,0.969,,43.0,,MCC Cre -,Distal,MCC273,Stub 4 dot,MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,0.069504,0.323424,0.274356,1.1178240000000002,0.33736,1.18,MCC273_Stub 4 dot,"[2159.758, 1411.592]",171.61047406554204,33,0.34322094813108406,CA1_MCC273_A CA1 stub 4 dot Distal_Tile_005-008.tif,1.30784,1.684946,1.113914,43,0.20022006639975404,0.05314411548813311
